,domain,signaltype,encryptedrequesturl,encryptedhref,encryptedpagetitle,encryptedcontent,signalscount,_c0,domain_exp,know_domain,certainty
1061,surveymonkey.com,CLICK,surveymonkey.com/summary/cITyJIweSzIdWKDbIQ_2FKI1_2F20bPOT5oMJUyymQXEAdc_3D,surveymonkey.com/r/Preview/?sm=yeWNJsPp5rXY4cwwdcO1OKW4eHgix99MNnmt9fGC_2FvLu1zpAk2l8MtXhTVXNhbbv,,preview survey,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1062,surveymonkey.com,CLICK,surveymonkey.com/user/forgot-password/36FTKSTJSZYCWBB,,,reset password,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1063,rocketreach.co,CLICK,rocketreach.co/person,tel:7705293925,,"770-529-3925
0",1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1064,rocketreach.co,VISIT,rocketreach.co/jen-gibb-email_376110649,,jen gibb email address & phone number | faith lutheran college - plainland director of teaching and learning contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
1065,rippling.com,CLICK,rippling.com/en-CA/tour-video,,,"●
●
●
●
●
●
●
●
●
●
●
●
●
16:28",1,257,"rippling.com is a cloud-based hr and it platform that helps businesses manage their employee onboarding, offboarding, and it infrastructure. it offers services such as employee onboarding, payroll, benefits, it, and compliance. users can access employee profiles, manage payroll and benefits, and manage it infrastructure. it also provides automated onboarding and offboarding processes, as well as compliance and security features.","q1: yes, 4",q2: 4
1066,rapidapi.com,CLICK,rapidapi.com/search/menu,rapidapi.com/restaurantmenus/api/documenu,,"documenu
documenu is an api providing access to a database of over us 600,000 restaurants & their me",1,288,"rapidapi is a marketplace for developers to discover, connect, and manage apis. it offers a wide range of apis from different categories, such as weather, maps, payments, and more. users can search for apis, test them, and integrate them into their applications. rapidapi also provides tools to monitor api performance and usage.","q1: yes, 4",q2: 4
1067,platform.ironsrc.com,CLICK,"platform.ironsrc.com/partners/monetize/reports/mediation/from/2023-1-1/to/2023-3-30/break/date,app/graphBreak/date/adUnit/any/adSource/any/app/16aed25fd,16aecb2ed,16aed990d,16aed5f85/country/any/testGroup/any/platform/any",platform.ironsrc.com/partners/monetize/adSettings,,ad units & placements,1,103,"platform.ironsrc.com is a mobile monetization platform that helps app developers maximize their revenue. it offers a wide range of services, such as user acquisition, app store optimization, and analytics. users can access tools to track their app performance, optimize their campaigns, and analyze user behavior. it also provides a marketplace for app developers to buy and sell user traffic.","q1: yes, 4",q2: 4
1068,stackadapt.com,CLICK,stackadapt.com/redirect,,,sign in to sa platform bookmark,1,313,"stackadapt.com is a digital advertising platform that helps brands reach their target audiences. it offers a range of services, including programmatic buying, retargeting, audience targeting, and more. users can create campaigns, track performance, and optimize their campaigns for maximum reach and engagement.","q1: yes, 4",q2: 4
1069,optus.com.au,CLICK,optus.com.au/activate,,,"unit 101 54 nott street, port melbourne vic 3207",1,43,"optus.com.au is a telecommunications provider offering mobile, broadband, home phone and entertainment services. customers can purchase plans, check usage, manage accounts and access support. they can also shop for phones, tablets and accessories.",q1: yes + 4,q2: 4
1070,resources.snowflake.com,CLICK,resources.snowflake.com/search,resources.snowflake.com/korean-videos/building-a-customer-360-with-doordash-ko,,웨비나 - building a customer 360° with doordash,1,187,"domain resources.snowflake.com provides a range of services to help customers manage their data. it offers data storage, data sharing, data security, data analytics, and data visualization. it also provides a platform for customers to build their own data-driven applications. it enables customers to access their data from anywhere, anytime, and on any device.",q1: yes 4,q2: 4
1071,platform.ironsrc.com,VISIT,"platform.ironsrc.com/partners/monetize/reports/userActivity/from/2023-3-1/to/2023-3-29/break/date,app/graphBreak/date/adUnit/246/app/18dbaa065,18a32c1b5/country/any/adSource/any",,ironsource,,1,103,"platform.ironsrc.com is a mobile monetization platform that helps app developers maximize their revenue. it offers a wide range of services, such as user acquisition, app store optimization, and analytics. users can access tools to track their app performance, optimize their campaigns, and analyze user behavior. it also provides a marketplace for app developers to buy and sell user traffic.","q1: yes, 4",q2: 4
1072,onepeloton.com,VISIT,onepeloton.com/delivery/42f2c1c311bf4860aee37c8dbc0b2b51/status,,order status,,1,107,"onepeloton.com offers a variety of fitness products and services, including interactive home fitness bikes, digital and on-demand classes, and accessories. users can access live and on-demand classes, track their progress, and connect with other members. the website also offers a variety of apparel and accessories.","q1: yes, 5",q2: 5
1073,surveymonkey.com,VISIT,surveymonkey.com/summary/yAJ2SCz8zX8GtSNTz2DS0kClJ6Vjdzx_2BItLvDNlQH0wDt4iLZv5adGy3hB4kq9P_2F,,welcome to surveymonkey!,,1,177,"surveymonkey is an online survey platform that enables users to create, distribute, and analyze surveys. it offers a range of features such as survey design, data collection, data analysis, and survey distribution. users can create surveys with multiple question types, customize survey design, and share surveys with others. surveymonkey also provides data analysis tools to help users interpret survey results. additionally, users can access survey results in real-time and export data to other applications.","q1: yes, 4",q2: 4
1074,rocketreach.co,VISIT,rocketreach.co/joost-vandenborre-email_54886414,,joost vandenborre email address & phone number | cardno technical director pfm contact information - rocketreach,,1,38,"rocketreach.co is a platform that provides users with access to contact information of professionals and companies. it offers a comprehensive database of contact information, including emails, phone numbers, and social media profiles. users can search for contacts, view profiles, and connect with professionals. it also offers a suite of tools to help users build relationships, track their outreach, and measure their success.","q1: yes, 5",q2: 5
